35.712067	139.761158	35.712137	139.761309	35.710767	139.761475	35.710802	139.761722
35.714097	139.759946	35.714129	139.760338	35.713859	139.760016	35.713842	139.760359
35.713469	139.759807	35.713546	139.760188	35.713084	139.759898	35.713119	139.760316
35.71367	139.761985	35.713685	139.76258	35.713171	139.762087	35.713206	139.762601
35.714602	139.761502	35.7146	139.762151	35.713894	139.761668	35.71399	139.76229
35.713208	139.759399	35.71318	139.759748	35.712753	139.759576	35.71277	139.759919
35.713705	139.760375	35.713781	139.761561	35.713189	139.760424	35.713345	139.761529
35.712842	139.761019	35.712971	139.762162	35.712457	139.761057	35.712736	139.762226
35.713905	139.759302	35.713894	139.759576	35.713374	139.759399	35.713429	139.759635
35.715464	139.761234	35.71549	139.761877	35.714731	139.76136	35.714788	139.762003
35.713347	139.762811	35.713364	139.763055	35.713043	139.762789	35.713056	139.763052
35.714976	139.759163	35.715081	139.7603	35.714654	139.759168	35.714859	139.760365
35.710738	139.760472	35.710916	139.761521	35.710533	139.760523	35.710698	139.76159
35.714666	139.76218	35.714666	139.762803	35.714096	139.762288	35.71413	139.76291
35.715372	139.761998	35.715305	139.762483	35.714874	139.762095	35.714961	139.762612
35.710588	139.76059	35.710736	139.761513	35.710378	139.760611	35.710537	139.761563
35.714383	139.760786	35.71447	139.761333	35.713812	139.760888	35.713863	139.761421
35.713563	139.760166	35.713628	139.760391	35.713145	139.760279	35.713123	139.760493
35.71693	139.759013	35.717008	139.759758	35.716432	139.759069	35.716502	139.759815
35.713492	139.761531	35.713574	139.762033	35.713143	139.761577	35.713218	139.762124
35.713013	139.760542	35.71317	139.761604	35.712395	139.76067	35.712665	139.761593
35.711922	139.76001	35.711931	139.760289	35.710781	139.760247	35.710824	139.760622
35.71119	139.762017	35.711373	139.76354	35.710545	139.762081	35.710641	139.763615
35.714709	139.759581	35.714779	139.76044	35.714091	139.759699	35.714143	139.760504
35.713995	139.762736	35.714082	139.763508	35.713464	139.762832	35.71356	139.763637
35.716818	139.758498	35.717601	139.762521	35.715467	139.758798	35.716356	139.76265
35.711399	139.762982	35.711406	139.763363	35.711047	139.762993	35.711064	139.763347
35.713616	139.760751	35.713643	139.760976	35.713257	139.760745	35.713294	139.761024
35.714727	139.759329	35.714736	139.759571	35.714009	139.759501	35.714013	139.759732
35.713085	139.759876	35.713398	139.761504	35.712915	139.759927	35.713155	139.761598
35.713935	139.759836	35.714153	139.762929	35.713795	139.761802	35.714017	139.763092
35.712449	139.761537	35.712557	139.762411	35.711621	139.761896	35.711748	139.76251
35.711635	139.761496	35.711661	139.761786	35.711491	139.761523	35.711513	139.761845
35.712755	139.762848	35.712759	139.763905	35.712611	139.762864	35.712589	139.763948
35.713835	139.764179	35.713852	139.764742	35.713478	139.764211	35.713512	139.764871
35.715237	139.760204	35.71539	139.761185	35.715056	139.760233	35.715238	139.761209
35.712705	139.762987	35.712714	139.763856	35.711503	139.763041	35.711459	139.763846
35.710083	139.763481	35.710074	139.763706	35.709577	139.763449	35.709577	139.763685

35.716595	139.758535	35.716599	139.758701	35.716316	139.758604	35.716329	139.758744
35.716041	139.758781	35.716072	139.758974	35.715545	139.758926	35.715541	139.759109
35.714574	139.75913	35.714617	139.759355	35.713946	139.759312	35.713973	139.759532
35.714704	139.761142	35.716172	139.759849	35.715619	139.759307	35.715702	139.75994
35.714983	139.760627	35.715075	139.761061	35.714635	139.760713	35.714704	139.761142
35.716869	139.76023	35.716952	139.760798	35.716068	139.760412	35.716107	139.760959
35.713062	139.762826	35.713041	139.763754	35.713041	139.763754	35.712897	139.763711

35.710544	139.760451	35.71055	139.760574	35.710465	139.760446	35.710487	139.760564
35.714449	139.760835	35.71451	139.761178	35.714372	139.760853	35.714433	139.761197
